V_A10
2023-12-01 14.01.08
No,Date,Time,Description,Trigger,Event,Var Rev,DSP Rev,Event Data,Inv kW L1 (kW),Inv kW L2 (kW),Inv kW L3 (kW),Inv kW Sum (kW),Inv kVA L1 (kVA),Inv kVA L2 (kVA),Inv kVA L3 (kVA),Inv kVA Sum (kVA),Inv Volts L1 (V),Inv Volts L2 (V),Inv Volts L3 (V),Inv Volts Ave (V),Inv Amps L1 (A),Inv Amps L2 (A),Inv Amps L3 (A),Inv Amps Ave (A),Inv L1 Pwr Factor (PF),Inv L2 Pwr Factor (PF),Inv L3 Pwr Factor (PF),Pri Amps 1 (A),Pri Amps 2 (A),Pri Amps 3 (A),Inv Freq (Hz),Status of the Inv,Src kW L1 (kW),Src kW L2 (kW),Src kW L3 (kW),Src kW Sum (kW),Src kVA L1 (kVA),Src kVA L2 (kVA),Src kVA L3 (kVA),Src kVA Sum (kVA),Src Volts L1 (V),Src Volts L2 (V),Src Volts L3 (V),Src Volts Ave (V),Src Amps L1 (A),Src Amps L2 (A),Src Amps L3 (A),Src A Ave (A),Src L1 Pwr Factor (PF),Src L2 Pwr Factor (PF),Src L3 Pwr Factor (PF),Src Freq (Hz),Src Status (Bad-Test-Good),Source A Status,Source B Status,Source A Stop,Source B Stop,Load kW L1 (kW),Load kW L2 (kW),Load kW L3 (kW),Load kW Sum (kW),Load kVA L1 (kVA),Load kVA L2 (kVA),Load kVA L3 (kVA),Load kVA Sum (kVA),Load Volts L1 (V),Load Volts L2 (V),Load Volts L3 (V),Load Volts Ave (V),Load Amps L1 (A),Load Amps L2 (A),Load Amps L3 (A),Load A Ave (A),Load L1 Pwr Factor (PF),Load L2 Pwr Factor (PF),Load L3 Pwr Factor (PF),Load Freq (Hz),Batery (VPC) (VPC),Batt (Volts) (V),Batt Amps (A),Batt kW (kW),Target Batt Volts to which Sys controls to (VPC),Target Batt amps to which Sys controls to (A),Equalize Enable Flag,Temp Compnsatn Offset (mV/C),Solar Amps (A),Solar kW (kW),Aux Amps (A),Aux kW (kW),Heatsnk Temp 1 (C),Heatsnk Temp 2 (C),Heatsnk Temp 3 (C),Heatsnk Temp 4 (C),Cabinet Temp (C),Batt Temp (C),Ambient Temp (C),Solar Radiation (W/m2),Fuel Level (L),Wind Speed (m/s),Fuel Flow A (l/h),Fuel Flow B (l/h),DSP +5v Supply Sense (V),DSP +12v Supply Sense (V),DSP -12v Supply Sense (V),Analog IP 15 reading (mV/C),Most recent status ,Most recent fault ,Target Import KW from/to the Src PIM operation (kW),Target Import KW from/to the Inv PIM operation (kW),Active PID Control for Line 1,Active PID Control for Line 2,Active PID Control for Line 3,Wifi terminal and connection status,Modem termina and connection status,License is valid,Sys Authorization Code 1,Sys Authorization Code 2,Sys Authorization Code 3,DSP Software revision,MIC Software revision,WIFI software revision,GSM software revision,HMI software revision,OPS Comms revision,Set points and Variables list revision,OperMode,SrcAMode,SrcBMode,InvMode,SolarMode,BatteryMode,WindGenMode,InvCBMode,SrcACBMode,SrcBCBMode,FaultModeL,FaultModeH,Temp Fault General Timer,Batt Bulk/Equalize/Extended Charge Termination Timer,Battery bulk enable sensing integration timer,Recon timer after a Src has failed to start,Generator Minumum up time Timer,Generator Average Stop time,Batter Fault Timer,Solar turn OFF Timer,Batt Max Delay To Equalize Timer,Gen Start Delay Timer (GSC Grid Fail),Batt low generator start timer,High load generator start timer,Digital Input Inv CB feedback,Digital Input Src A CB feedback,Digital Input Src B CB feedback,Digital Input fault reset,Digital Input toggle boost,Digital Input Force Start,Digital Input Bypass,Digital Input Pwr Drive Interupt,Digital Input IGBT Error 1 PWM Block A,Digital Input IGBT Error 2 PWM Block A,Digital Input IGBT Error 3 PWM Block A,Digital Input IGBT Error 1 PWM Block B,Digital Input IGBT Error 2 PWM Block B,Digital Input IGBT Error 3 PWM Block B,Solar Earth Fault Input,Inv Exp kWh,Inv Imp kWh,Src A Exp kWh,Src A Imp kWh,Src B Exp kWh,Src B Imp kWh,Site kWh (calc),Site kWh (meter),Batt Exp kWh,Batt Imp kWh,Solar kWh,Aux kWh,Src A Run Hrs,Src B Run Hrs,Inv Total Run Hours,Batt Equalise Time,Time at which Src A was run last,Time at which Src B was run last,Sys Total Running Time,Digital Output Solar PWM,Digital Output Aux PWM,Digital Output Generator Start A,Digital Output Generator Start B,Digital Output Alarm,Digital Output Src sensing relay,Digital Output HS Fan Enable,Digital Output Cabinet Fan Enable,Digital output Src A Contactor ,Digital output Src B Contactor ,Digital output Inv Contactor ,CRC BUS Faults for MIC,CRC BUS Faults for WIFI,CRC BUS Faults for MODEM,CRC BUS Faults for HMI,CRC BUS Faults for No Valid Device,EOT not Received from MIC,EOT not Received from WIFI,EOT not Received from MODEM,EOT not Received from HMI,EOT not Received from No Device,BUS Framing Faults for No Valid Device,Wrong Address BUS Faults for MIC,Wrong Address BUS Faults for WIFI,Wrong Address Faults for MODEM,Wrong Address BUS Faults for HMI,Wrong Address BUS Faults for No Valid Device,Timeout BUS Faults for MIC,Timeout BUS Faults for WIFI,Timeout BUS Faults for MODEM,Timeout BUS Faults for HMI,Timeout BUS Faults for No Valid Device,BUS Poll Results Faults for MIC,BUS Poll Results BUS Faults for WIFI,BUS Poll Results Faults for MODEM,BUS Poll Results Faults for HMI,BUS Poll Results Faults for No Valid Device,Inverter Power Angle Line 1 (deg),Inverter Power Angle Line 2 (deg),Inverter Power Angle Line 3 (deg),Estimate Power Angle Line 1 (deg),Estimate Power Angle Line 2 (deg),Estimate Power Angle Line 3 (deg),Battery Capacity (%),Spare,Spare,Spare
68405,2023-10-31,23.28.18.00,Data Log,Log Period,0,103,395,4294901759,-0.4,-0.1,-0.9,-1.4,0.9,1.4,1.7,4,244,242,247,244,4,6,7,5,-0.512,-0.068,-0.52,12,13,11,50,In Spec,4.7,3.9,4,12.8,4.7,4,4.1,12.8,244,241,247,244,19,16,16,17,1,1,1,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.2,3.9,3.2,11.3,4.3,4.1,3.4,11.8,244,242,247,244,18,17,14,16,0.956,0.947,0.925,50,2.301,414,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,41,37.2,38.7,13,34.2,9.8,10.7,0,0,0,0,0,4.8,12,12,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10779.1,629.3,65908.4,0,0,56857.8,1289390,10751.8,48573.8,6640.1,0,6885:23,00:00,6929:28,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71832:18,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29785,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18139,0,696,5,2659,5083,0,5.4,5.4,5.4,0,0,0,100,0,0,0
68406,2023-10-31,23.48.18.00,Data Log,Log Period,0,103,395,4294901759,-0.8,0,-0.8,-1.6,0.9,1.6,1.7,4.2,245,242,247,244,4,6,7,6,-0.816,0,-0.404,12,13,10,50,In Spec,4.6,3.8,4,12.6,4.6,3.9,4.1,12.6,245,242,247,244,18,16,16,17,0.988,1,1,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,3.8,3.9,3.4,11.1,3.9,4.3,3.7,11.9,245,242,247,244,15,17,14,16,0.969,0.895,0.917,50,2.302,414,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,41.2,36.9,38.7,13,34.1,9.7,10.6,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10779.6,629.3,65912.7,0,0,56861.6,1289390,10751.8,48575.1,6640.1,0,6885:43,00:00,6929:48,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71832:38,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29788,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18150,0,696,5,2659,5096,0,5.4,5.4,5.4,0,0,0,100,0,0,0
68407,2023-11-01,00.08.18.00,Data Log,Log Period,0,103,395,4294901759,-0.2,-0.1,-1.1,-1.4,0.7,1.7,1.7,4.1,246,244,249,246,3,6,7,5,-0.271,-0.058,-0.631,12,13,11,50.1,In Spec,5.1,4.1,4.3,13.5,5.1,4.1,4.3,13.5,246,244,249,246,20,17,17,18,1,0.988,1,50.1,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.9,4,3.2,12.1,4.9,4.3,3.4,12.6,246,244,249,246,20,18,14,17,0.995,0.91,0.917,50.1,2.302,414,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,40.8,36.6,38.3,12.9,33.9,9.7,10.5,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10780,629.3,65917.1,0,0,56865.4,1289390,10751.8,48576.4,6640.1,0,6886:03,00:00,6930:08,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71832:58,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29789,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18157,0,696,5,2659,5104,0,5.5,5.5,5.5,0,0,0,100,0,0,0
68408,2023-11-01,00.28.18.00,Data Log,Log Period,0,103,395,4294901759,-0.3,-0.2,-0.9,-1.4,0.9,1.4,1.5,3.8,248,243,249,246,4,6,6,5,-0.303,-0.137,-0.6,11,13,10,50,In Spec,4.7,4.2,4.3,13,4.7,4.1,4.2,13,248,243,249,246,19,17,17,17,1,0.992,0.988,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.4,3.9,3.3,11.6,4.4,4.1,3.5,12,247,243,250,246,18,17,15,16,0.989,0.944,0.942,50,2.302,413.8,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,41.2,36.5,38.1,13.1,33.9,9.8,10.7,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10780.5,629.3,65921.3,0,0,56869.2,1289390,10751.8,48577.8,6640.1,0,6886:23,00:00,6930:28,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71833:18,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29794,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18169,0,696,5,2659,5117,0,5.6,5.6,5.6,0,0,0,100,0,0,0
68409,2023-11-01,00.48.18.00,Data Log,Log Period,0,103,395,4294901759,-0.3,-0.2,-1.1,-1.6,0.7,1.7,1.7,4.1,247,243,250,246,4,7,7,5,-0.404,-0.058,-0.628,10,12,10,50,In Spec,4.8,4.1,4.2,13,4.8,4,4.2,13,247,243,250,246,19,17,17,17,1,1,0.988,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.5,3.9,3.1,11.5,4.5,4.1,3.5,12.1,247,243,250,246,18,17,14,16,1,0.944,0.885,50,2.299,414,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,41.1,36.3,37.8,13,33.8,9.8,10.6,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10781,629.3,65925.7,0,0,56873.1,1289390,10751.8,48579.1,6640.1,0,6886:43,00:00,6930:48,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71833:38,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29798,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18175,0,696,5,2659,5124,0,5.6,5.6,5.6,0,0,0,100,0,0,0
68410,2023-11-01,01.08.18.00,Data Log,Log Period,0,103,395,4294901759,-0.2,-0.1,-0.9,-1.2,0.9,1.4,1.7,4,248,244,251,247,4,6,7,5,-0.302,-0.136,-0.512,11,12,11,50,In Spec,4.7,3.9,4.2,13,4.7,4,4.3,13,248,244,251,247,19,16,17,17,0.997,1,1,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.4,3.8,3.4,11.6,4.4,4.1,3.5,12,248,244,251,247,18,17,14,16,0.985,0.916,0.967,50,2.301,414.1,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,40.2,36.2,37.9,12.9,33.6,9.7,10.6,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10781.5,629.3,65930,0,0,56876.9,1289390,10751.8,48580.4,6640.1,0,6887:03,00:00,6931:08,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71833:58,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29801,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18180,0,696,5,2659,5129,0,5.1,5.1,5.1,0,0,0,100,0,0,0
68411,2023-11-01,01.28.18.00,Data Log,Log Period,0,103,395,4294901759,-0.2,-0.4,-0.8,-1.4,0.9,1.4,1.7,4,249,245,252,248,4,6,7,5,-0.2,-0.272,-0.512,10,12,10,50,In Spec,4.6,4,4.2,12.8,4.6,4,4.2,12.8,249,245,252,248,18,16,16,16,1,1,1,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.4,3.6,3.3,11.3,4.4,3.9,3.5,11.8,249,245,251,248,18,16,15,16,0.981,0.918,0.939,50,2.3,414.3,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,40,35.9,37.4,13,33.5,9.8,10.6,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10782,629.3,65934.2,0,0,56880.6,1289390,10751.8,48581.8,6640.1,0,6887:23,00:00,6931:28,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71834:18,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29810,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18190,0,696,5,2659,5143,0,5.1,5.1,5.1,0,0,0,100,0,0,0
68412,2023-11-01,01.48.18.00,Data Log,Log Period,0,103,395,4294901759,-0.4,-0.2,-0.9,-1.5,0.9,1.4,1.7,4,249,247,251,249,4,6,7,5,-0.301,-0.202,-0.512,11,12,10,50.1,In Spec,4.7,3.9,4.1,12.7,4.7,3.9,4.1,12.7,249,247,251,249,19,16,16,16,1,0.986,1,50.1,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.4,3.6,3.2,11.2,4.4,3.9,3.5,11.8,249,247,251,249,17,16,14,15,1,0.91,0.91,50.1,2.302,414.3,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,40,35.7,37.5,12.9,33.4,9.7,10.6,0,0,0,0,0,4.8,11.9,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10782.5,629.3,65938.5,0,0,56884.4,1289390,10751.8,48583.1,6640.1,0,6887:43,00:00,6931:48,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71834:38,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29811,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18196,0,696,5,2659,5150,0,5,5,5,0,0,0,100,0,0,0
68413,2023-11-01,02.08.18.00,Data Log,Log Period,0,103,395,4294901759,-0.3,-0.5,-0.7,-1.5,0.9,1.7,1.7,4.3,249,247,252,249,4,6,6,6,-0.301,-0.289,-0.453,10,12,9,50,In Spec,4.8,4.1,4.2,13.2,4.8,4.1,4.3,13.2,249,247,252,249,19,17,17,17,1,0.976,1,50,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.5,3.6,3.5,11.6,4.5,3.9,3.7,12.1,249,247,252,249,18,16,15,16,1,0.91,0.925,50,2.303,414.1,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,40.1,35.4,37.2,13.1,33.2,9.9,10.7,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10783,629.3,65942.8,0,0,56888.2,1289390,10751.8,48584.4,6640.1,0,6888:03,00:00,6932:08,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71834:58,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29813,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18206,0,696,5,2659,5162,0,5.5,5.5,5.5,0,0,0,100,0,0,0
68414,2023-11-01,02.28.18.00,Data Log,Log Period,0,103,395,4294901759,-0.6,-0.4,-0.3,-1.3,1,1.4,1.5,3.9,251,247,252,250,4,6,6,5,-0.597,-0.337,-0.198,11,12,10,50.1,In Spec,4.7,3.9,4.5,13.2,4.7,4,4.5,13.2,251,247,252,250,18,16,18,17,0.985,1,0.992,50.1,Good,Source in Spec,Source in Spec,Can Stop,Can Stop,4.1,3.5,4.2,11.8,4.1,3.7,4.2,12,251,247,252,250,16,15,17,16,1,0.944,0.98,50.1,2.3,414.3,9.7,4,2.301,48,Yes,51,-1.6,-0.6,0,0,39.4,35.5,37,13,33.1,9.9,10.8,0,0,0,0,0,4.8,12,11.9,0,WAITING,None,120,-21,VPC,VPC,VPC,Error; RS232 Cable,Idle; RS232 Cable,Yes,63533,23796,0,395,323,318,0,403,151,103,Auto Parallel Source A,Running,Stopped,Source Tracking,Suspend,Charging Stage 4,Stopped,Closed,Closed,Opened,None,None,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2350.3,10783.5,629.3,65947.2,0,0,56892.1,1289390,10751.8,48585.8,6640.1,0,6888:23,00:00,6932:28,2023-09-15 00.00.10,2023-10-31 13.30.28,1999-12-31,71835:18,100,0,1,0,0,0,0,1,1,0,1,2436,0,0,29819,0,2,1,2,0,0,0,147,7,4,1,74,198,4,58,18210,0,696,5,2659,5170,0,4.9,4.9,4.9,0,0,0,100,0,0,0
